segment_id	content_pack_id	resource_id	source_path	source_key	source_order	scene_id	route_id	story_state_id	speaker_id	text_type	source_text	target_text	protected_tokens	context_before	context_after	developer_comment	char_limit	byte_limit	line_limit	batch_id	status	source_hash	target_revision	decision_ids	uncertainty_ids	notes
SEG-BASE-42569B588079D6F50E29	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000069	11					ui		앨범	[]							BATCH-PROD-CORE-DATA	INTEGRATED	84224c1aa68471fe8f562db3f2ed132ac7638bc26042c5d21d48720efa942a79	1			
SEG-BASE-84AA11EA0AA8072052AA	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000071	12					ui		특수 경봉	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e1e3f2ab675ea3b2c08665fd336c1e97f0ec546b85b49a289e3e6fe1d5ea5189	1			
SEG-BASE-EBA6D92BAA8E84CD1128	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000073	13					ui		총검	[]							BATCH-PROD-CORE-DATA	INTEGRATED	92f96ae27dd83266800eeaad45ce68357cee9b43e4d92e8f661855aeb7f950f1	1			
SEG-BASE-AA460BF4A27BDD45D4F7	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000075	14					ui		쌍안경	[]							BATCH-PROD-CORE-DATA	INTEGRATED	0ead87a15eadfd6a1748b9e90ddce81e837366fb95132e670171c735d723df68	1			
SEG-BASE-AD13EC3F54C3082261AD	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000077	15					ui		부메랑	[]							BATCH-PROD-CORE-DATA	INTEGRATED	9ed83005bd31cb3cc9271abbb7e53b12c6a3b636fc77f03fd7b8793f244779c7	1			
SEG-BASE-E4774BDBDE7BC41CF159	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000079	16					ui		콤팩트 카메라	[]							BATCH-PROD-CORE-DATA	INTEGRATED	1354bbd56dcce13e7e27b6a164087605830268db3d828092ed2c9575b5583d5a	1			
SEG-BASE-FF35682C5A2A06B48685	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000081	17					ui		카탈로그 잡지	[]							BATCH-PROD-CORE-DATA	INTEGRATED	c803a682d1c2bc8036fe375e54be1a97bf07b2adf6fa8b8947249473f758082a	1			
SEG-BASE-06F8C056E21AB9BF72ED	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000083	18					ui		석궁	[]							BATCH-PROD-CORE-DATA	INTEGRATED	952c9b1a356a2389d898c8136f513145c554376c75a1fae37d042d6dcdd5340f	1			
SEG-BASE-802FDC4C6D14B668E0B6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000085	19					ui		구급상자	[]							BATCH-PROD-CORE-DATA	INTEGRATED	16c25d039ae95f76a17fa699271b96b897d5115a97c40ad7a642168d25ab81e7	1			
SEG-BASE-E8DF17F3D175AB702DE3	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000087	20					ui		손전등	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7f105f6663561d8039a59c2ddd975a275a6a136f23151cec3e038abc83cee6a1	1			
SEG-BASE-0D01F18769191024335A	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000089	21					ui		리볼버	[]							BATCH-PROD-CORE-DATA	INTEGRATED	97187823951aa678a9740523112b57d836fd3da4ef5e37c3d31981504dd38324	1			
SEG-BASE-459AC5F1CD4119539AF6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000091	22					ui		하모니카	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e57d1ad458902d6884eaa42705ce15617e9de73735a16721727d176bcf3e456d	1			
SEG-BASE-BBC9B87B0F02120BB170	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000093	23					ui		아이스픽	[]							BATCH-PROD-CORE-DATA	INTEGRATED	9bcf659ca3e58647d2d15ba53bdd8088f1f7fc3cbced2715917b409e236b3009	1			
SEG-BASE-BCE8A51C773410EB47FB	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000095	24					ui		너클	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7f9c30df8490f58f6ff5bd17bd691bcd735e1194e5679a3ac67af53d12f646b2	1			
SEG-BASE-7A0A78702D4F37E27DE0	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000097	25					ui		코다치	[]							BATCH-PROD-CORE-DATA	INTEGRATED	d74d7e14dcf1e63057506b72a2aab7a1f805f4a48d34987588a08cd46cfaa189	1			
SEG-BASE-A391EA49822832F22188	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000099	26					ui		국자	[]							BATCH-PROD-CORE-DATA	INTEGRATED	1c585d96ae0cf3ca68c664ce4e6c8dd50c882c4eb160bcdfbc35e96fb35154af	1			
SEG-BASE-27FE33D9521923A345BC	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000101	27					ui		확성기	[]							BATCH-PROD-CORE-DATA	INTEGRATED	df56ab5e5036881dc27835a7f8ba0787b52604e272f55311f159857481a2b20b	1			
SEG-BASE-585C7181A96CB3529F25	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000103	28					ui		금속 배트	[]							BATCH-PROD-CORE-DATA	INTEGRATED	3ace253fd1059ee1366351581b3074db6a65833cc6e8780ff8b19e86d6a49961	1			
SEG-BASE-96B582C588CEDB8B9B36	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000105	29					ui		나타	[]							BATCH-PROD-CORE-DATA	INTEGRATED	4c47e6377dd382dd473c9dd64168568eaa29e1ec832a917872f647110121e222	1			
SEG-BASE-9518B99189FF9AB33FC7	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000107	30					ui		쌍절곤	[]							BATCH-PROD-CORE-DATA	INTEGRATED	d71c06c0bb33048ccd97100a23375730c4978481bff3cda07dbdcee1921f1df9	1			
SEG-BASE-8AB0C4D54F47E1861F8E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000109	31					ui		페이퍼 나이프	[]							BATCH-PROD-CORE-DATA	INTEGRATED	ee59cba51707ac40f2844ad27bf55ba940c6c7eaea1288b2b8216d858a9ba204	1			
SEG-BASE-D40231447B61191299ED	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000111	32					ui		다목적 플라이어	[]							BATCH-PROD-CORE-DATA	INTEGRATED	570c918fb54b0d04fa3b94040a3993316cb934a9b67aea846638e19a76537ece	1			
SEG-BASE-A93810D7CA54F2E3956C	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000113	33					ui		독약	[]							BATCH-PROD-CORE-DATA	INTEGRATED	9b2c0efc46a2744cb9b1ef8ce6bda9a2285c8dcf32e61d954211a364785a5dc3	1			
SEG-BASE-762322318446E9C3E1E2	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000115	34					ui		정밀 드라이버	[]							BATCH-PROD-CORE-DATA	INTEGRATED	42a2aa0a8814517a78dd92bdce0db1f78866b6f5d438385b1529739d922a2eac	1			
SEG-BASE-20C7A5A26553C87D2227	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000117	35					ui		특수 분장용 면도칼	[]							BATCH-PROD-CORE-DATA	INTEGRATED	f8bce51c0ee16b865f0aca632c7956a924442e953154f54fe08cac83577f2d61	1			
SEG-BASE-7C00BE7A37B4953F11C5	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000119	36					ui		일본도	[]							BATCH-PROD-CORE-DATA	INTEGRATED	02356ec7125f35b5504d5baaf8edfdc19100f7ce43a70c1c0bb0b1140a2b3ec6	1			
SEG-BASE-3767F3D0F02BB82FF2D9	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000121	37					ui		호신용 경보기	[]							BATCH-PROD-CORE-DATA	INTEGRATED	08e567cff6195f4cb32c530b8ca6ebd681c251df7530b934b3d8b5a92d29c491	1			
SEG-BASE-8ADF4B65FFB6950D8A2D	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000123	38					ui		스케치북	[]							BATCH-PROD-CORE-DATA	INTEGRATED	072ade7a660f5847c0c8fa3edb8e1f418ddab55d24a0adee9dd0f6673cc57eb3	1			
SEG-BASE-A9D23E85F246543410A7	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000125	39					ui		연막탄	[]							BATCH-PROD-CORE-DATA	INTEGRATED	3a1df604d6ab679ffc53d342cfd267ada9f9c45d26298e188eaa10a1250d3715	1			
SEG-BASE-BAFD0432FE3576CF92D4	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000127	40					ui		맞춤형 스파이크화	[]							BATCH-PROD-CORE-DATA	INTEGRATED	6d418b26f9e28297ddbb99b7cd93d4baea5035b8cf1b12e1c7cfa4a0d39f4f70	1			
SEG-BASE-251C35B70BA5A416444B	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000129	41					ui		방검 조끼	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8f815e88539673b05304eb000a1b88f571ca398a6496616d120924be73b36dc5	1			
SEG-BASE-7BBF51E7C13D56CBFAC6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000131	42					ui		특제 쇠파이프	[]							BATCH-PROD-CORE-DATA	INTEGRATED	46aa37451249ed78f31e2c334ae54fa537560c29fbfb109f5e1f48c2ec9767ff	1			
SEG-BASE-9A09ABC7439BE6EE6CF7	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000133	43					ui		섬광탄	[]							BATCH-PROD-CORE-DATA	INTEGRATED	a632ff875a18d74a23c76d124a0819ad8e2dbd94ddba662d41bce97042cccc09	1			
SEG-BASE-341FD7D15E7FC3143D8E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000135	44					ui		전기충격기	[]							BATCH-PROD-CORE-DATA	INTEGRATED	ce7dcc49fb5c9983b01b097fb5a253ded8cf721382b8a3a8741f4edc05de4d93	1			
SEG-BASE-A99ACC047522C2BC057F	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000137	45					ui		서바이벌 나이프	[]							BATCH-PROD-CORE-DATA	INTEGRATED	62c066da7fba1031cfc9614eb59096305f4e4653fc93cce421f3f65b273ed87f	1			
SEG-BASE-6F3301BD0804EBFA0909	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000139	46					ui		철제 차솥	[]							BATCH-PROD-CORE-DATA	INTEGRATED	1b6755094c582ef0b81af95ad12dcc30ac8cdcd820bc78cbdb1702a00eecc4c8	1			
SEG-BASE-49012FDC7C4BB9C11D5B	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000141	47					ui		테니스 라켓	[]							BATCH-PROD-CORE-DATA	INTEGRATED	9177cf28e43d362659f334b1c36451807f87657844d542ce86c913f6d0e83fe2	1			
SEG-BASE-1F656B75FF6F7E1E1A6B	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000143	48					ui		배구공	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8f3c4cc530b31186f50b6588398be1772b5a778ee09910dd97d1d4b453c83618	1			
SEG-BASE-70FAFB77DA0F2E5B406C	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000145	49					ui		목장갑	[]							BATCH-PROD-CORE-DATA	INTEGRATED	44b17a7ff283aa323dec8c26c1e3019115c44608fb7c17194eb987ed570ba144	1			
SEG-BASE-6FBA410EF8FBF51EE930	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000147	50					ui		대형 스패너	[]							BATCH-PROD-CORE-DATA	INTEGRATED	280cbe742c72728145b52d3508d87a6cccee062d014e50c1baefe8eb52157679	1			
SEG-BASE-5797FE7A4CD2840982CC	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000149	51					ui		요요	[]							BATCH-PROD-CORE-DATA	INTEGRATED	c0f3c39ad59d34bc46dd0be4e1637d7f2d6b9e3002fe42491fb7acc81a4dc6ac	1			
SEG-BASE-BE60E72C8BA6FF4AF507	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000151	52					ui		교관의 강제 기폭으로 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	c421330295f273648003c1e414891c265be9b7248430166ea59b2f599ef70b8e	1			
SEG-BASE-92510016D591AF3D569A	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000153	53					ui		스스로 소자를 기폭해 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	424299f14d4b80c8e30511a836ccd7b4e56a978e13a7d10ed54bd209397152d0	1			
SEG-BASE-1FD055A421223AB1CA69	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000155	54					ui		금지 구역에서 강제 기폭되어 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	befc3deb2091f9667dd7ab1116cbd3a0778460556fa053b016d7fe5342839b2e	1			
SEG-BASE-FE73AABB655610FA623E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000157	55					ui		최종 구역 수축에 따른 강제 기폭으로 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8e043b11c35266459a81b0846419f003c34114be2315347efb1e14635fa75e59	1			
SEG-BASE-F4476110A198275F2B58	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000159	56					ui		본인의 과실로 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	956b7a01117e1fab4abacc8d4a3d747b53e8f526f05ed9fcf8b3158b717c6ad8	1			
SEG-BASE-8E3C20B1AA73C832AF12	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000161	57					ui		스스로 몸을 던져 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	a4a0fc0f82661f77c81874ec2a1e9befa5140002ad6cbbb627b7f5553bf3c09a	1			
SEG-BASE-608000D48147795D758F	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000163	58					ui		스스로 독을 마셔 사망	[]							BATCH-PROD-CORE-DATA	INTEGRATED	aa2f84639c2073e98d504382e5b3a0d6cf1f39e5c9ad7e95ab0aa9f62f31b8bf	1			
SEG-BASE-65F43C619B38F0D2F850	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000199	59					ui		아이자와 마코토	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7284e3a016e5e12a1f7b10d81814fb1da608344eb8c2e9e91ceef384cfa4a18e	1			
SEG-BASE-E4F0DC3B1990A08A863E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000201	60					ui		여 ／ 사진부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	bfa5b492bd6419981a5bde522d0d2f23b19ec66d42d23fd87c9c8f9b6d8a42c7	1			
SEG-BASE-8E7B016EB0A2621C1294	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000205	61					ui		아사노 이쓰키	[]							BATCH-PROD-CORE-DATA	INTEGRATED	63df658920c22073f95b8ed585b843d6e904696ad180cdeb835efe375f6404e6	1			
SEG-BASE-E689831221BDC90424BE	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000207	62					ui		남 ／ 축구부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	751289b8bd781de45cd2a674a4aefed5c128da01590dc64cd954605f7715f662	1			
SEG-BASE-8A782AD054AEED8377F3	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000211	63					ui		이다 소스케	[]							BATCH-PROD-CORE-DATA	INTEGRATED	d06f36383b8f216ab74dfa501a5921d639225e4e2e576a8119b397718f52fadb	1			
SEG-BASE-7B0487DF3C82FAC3133A	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000213	64					ui		남 ／ 동아리 없음	[]							BATCH-PROD-CORE-DATA	INTEGRATED	feab4097562e027d802fa35636b7d24337f9228e2c8ae8447c3433a322e7830e	1			
SEG-BASE-18B34D2AE929CF24BD9D	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000217	65					ui		이구치 하야토	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8ce94487e67a62cbbaa9b8ed3b113c22f2dac1fb48164bc7950131db6ba544b1	1			
SEG-BASE-446C2B20D6619AFAFB78	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000219	66					ui		남 ／ 동아리 없음	[]							BATCH-PROD-CORE-DATA	INTEGRATED	feab4097562e027d802fa35636b7d24337f9228e2c8ae8447c3433a322e7830e	1			
SEG-BASE-7FDBFB917DA133B3F5B6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000223	67					ui		우에하라 지나쓰	[]							BATCH-PROD-CORE-DATA	INTEGRATED	6aedd8085f45d405b03eb8d02ec73e63e078a601c56ac8251246ccbf357b4ae2	1			
SEG-BASE-F31CBECB3CA4672476E6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000225	68					ui		여 ／ 관악부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8908db25f411914932f0420b037a84546589d2e7f447e10af82aefe44f3b31e1	1			
SEG-BASE-7EBFFDFF2126D8264A55	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000229	69					ui		에다 다쿠미	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e4f26f5671247f58157e3456f11e2657694b1646f0ef78568a8c6465c19645a9	1			
SEG-BASE-FE13A1DC0A011391BD7E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000231	70					ui		남 ／ 축구부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	751289b8bd781de45cd2a674a4aefed5c128da01590dc64cd954605f7715f662	1			
SEG-BASE-328C9A6403DBC254B737	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000235	71					ui		오쿠보 쓰바키	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e23b159513278f4a51445326b82e1b068e6db9089dfbf96b9c77566206225415	1			
SEG-BASE-0ADE6931143CD0FD99BA	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000237	72					ui		여 ／ 미술부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8a54253fd27eb8ebf1b476f323e7c219096a734df06b9bee7a7eebd7a53305ca	1			
SEG-BASE-9B7F1E7E0F41B14D2658	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000241	73					ui		오쓰카 아카리	[]							BATCH-PROD-CORE-DATA	INTEGRATED	2328317a23f403c931410b037a3f267f339f19abde7ee30764306477898c57ae	1			
SEG-BASE-FD0A01126FAEB9EDA6C2	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000243	74					ui		여 ／ 동아리 없음	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7ada8cf00af09b156e209a95c50eda28e96fa3e9dd40ed2c16b40563f70d493c	1			
SEG-BASE-9EE914D1CAB90E58CDD6	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000247	75					ui		가노 렌지	[]							BATCH-PROD-CORE-DATA	INTEGRATED	ff42b0e4e50066bdcf6530243bd970725717bba59982f19cd0cb4658a81632d5	1			
SEG-BASE-3207EF751B548F306C57	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000249	76					ui		남 ／ 유도부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e6bf3fdbcf33890750ed90d01cf021212fc81a91969a4fbb45487ac0f7693025	1			
SEG-BASE-A63F5CBD4947437538BE	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000253	77					ui		기노시타 마오	[]							BATCH-PROD-CORE-DATA	INTEGRATED	08149ad50ded61ec9faaf38bbf041f94187e90a96354d85018479c2e85f7899d	1			
SEG-BASE-ABF03B14EE20124AA476	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000255	78					ui		여 ／ 테니스부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8f5424425fde689678612dbc5b1906da1bbbceb2ee89526937d52c11c3f92b9c	1			
SEG-BASE-21446DB52B11774FBB80	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000259	79					ui		기류 렌	[]							BATCH-PROD-CORE-DATA	INTEGRATED	52bfefc9627debedf65cab6260033183f3b93bb7cee456a276e70e17dc85dabd	1			
SEG-BASE-DBD6C600966CCF352BDD	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000261	80					ui		남 ／ 축구부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	751289b8bd781de45cd2a674a4aefed5c128da01590dc64cd954605f7715f662	1			
SEG-BASE-DA4FD11570F794112F07	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000265	81					ui		구도 사쿠라	[]							BATCH-PROD-CORE-DATA	INTEGRATED	b54ec21c874ce9542ff997e119800c212216cfeb41498828b70c82dd5dfcbba4	1			
SEG-BASE-5F8107027E4C20B73A35	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000267	82					ui		여 ／ 보건 위원	[]							BATCH-PROD-CORE-DATA	INTEGRATED	8b9de2d38844b3eb893cef0d19b1d0b0245259560b2f23fe09c8838134a74c99	1			
SEG-BASE-A0349BD1C4493D202325	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000271	83					ui		구로사와 시오리	[]							BATCH-PROD-CORE-DATA	INTEGRATED	b7001f772f0fbecf273452d13bcc194ceaa4d9fca2e41f748583b5f8d0f48503	1			
SEG-BASE-4A93ADD115D4B4C7554E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000273	84					ui		여 ／ 동아리 없음	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7ada8cf00af09b156e209a95c50eda28e96fa3e9dd40ed2c16b40563f70d493c	1			
SEG-BASE-AA91104CC9C15564C05C	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000277	85					ui		고미네 가즈마	[]							BATCH-PROD-CORE-DATA	INTEGRATED	fb73f8956c7f7698c1297759bdbd245bdc6cf8d215dfa2b5fc3bb32b18ba9708	1			
SEG-BASE-6FB9F2BD6374EB116C1C	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000279	86					ui		남 ／ 유도부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e6bf3fdbcf33890750ed90d01cf021212fc81a91969a4fbb45487ac0f7693025	1			
SEG-BASE-8F28A2C3AF02AE504D1D	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000283	87					ui		사이조 가나데	[]							BATCH-PROD-CORE-DATA	INTEGRATED	af4865c3196186a175bb7af11d3fa356bf3e0ce817123c042eca1c28e0fab95c	1			
SEG-BASE-4424863026D806810100	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000285	88					ui		여 ／ 배구부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e37a6e7a4c3c9e10938f47fddf4db6b84989f4a3bb5a5ea630855e56afca3853	1			
SEG-BASE-FB33216E22A5288D24B5	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000289	89					ui		사이토 마유	[]							BATCH-PROD-CORE-DATA	INTEGRATED	9e2c418537a8e5718cb5f52d2ccea84ef7a2d0682853930e96953755a9f841c5	1			
SEG-BASE-7CD13C9BBF5939FB7D2E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000291	90					ui		여 ／ 동아리 없음	[]							BATCH-PROD-CORE-DATA	INTEGRATED	7ada8cf00af09b156e209a95c50eda28e96fa3e9dd40ed2c16b40563f70d493c	1			
SEG-BASE-516CB98B59C5E447369B	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000295	91					ui		사쿠마 쓰바사	[]							BATCH-PROD-CORE-DATA	INTEGRATED	458500d87e964c684dc2701c387f02080a4e71e2325c0968a617d18acd1274bf	1			
SEG-BASE-11DA34890980224176D3	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000297	92					ui		남 ／ 테니스부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	99f594bd592866e526c4001f2e575ba4f4c0bffe069b4b895bc91f94e004401f	1			
SEG-BASE-7504B842C4E6514529CD	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000301	93					ui		시노즈카 다쿠야	[]							BATCH-PROD-CORE-DATA	INTEGRATED	bb412bbff3b317c5df74d736488df273a838e6283c935f47a2d983e83327517a	1			
SEG-BASE-04072E6997C257EAA88E	BASE	RES-2E00ACC886FEB4BD	data/game_data.gd	literal/000303	94					ui		남 ／ 유도부	[]							BATCH-PROD-CORE-DATA	INTEGRATED	e6bf3fdbcf33890750ed90d01cf021212fc81a91969a4fbb45487ac0f7693025	1			
